ramus dorsalis manus	тыльная ветвь кисти	ты´льная галі´на ру´чыцы	
nervi digitales dorsales	тыльные нервы пальцев	ты´льныя па´льцавыя нэ´рвы	
ramus volaris manus	ладонная ветвь кисти	дало´нная галі´на ру´чыцы	
ramus superficialis	поверхностная ветвь	павярхо´ўная галі´на	
nervi digitales volares communes	общие ладонные нервы пальцев	супо´льныя дало´нныя нэ´рвы па´льцаў	
nervi digitales volares proprii	собственные ладонные нервы пальцев	ула´сныя дало´нныя нэ´рвы па´льцаў	
ramus profundus	глубокая ветвь	глыбо´кая галі´на	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervus volaris digiti V ulnaris	ладонный локтевой нерв V пальца	дало´нная лакцяві´чная нэ´рва ме´зенца	
nervus digitalis volaris communis IV	четвертый общий ладонный нерв пальцев	чацьве´ртая дало´нная супо´льная нэ´рва па´льцаў	
nervus volaris digiti V radialis	лучевой ладонный нерв V пальца	праме´нічная дало´нная нэ´рва ме´зенца	
nervus volaris digiti IV ulnaris	локтевой ладонный нерв IV пальца	лакцяві´чная дало´нная нэ´рва персьцянца´	
ramus anastomoticus cum n. mediano	анастомотическая ветвь с серединным нервом	анастомо´зная галі´на да сярэ´дзіннае нэ´рвы	
rami articulares	суставныя ветви	суста´ўныя галі´ны	
rami perforantes	прободающие ветви	праніка´льныя галі´ны 	
nervus radialis	лучевой нерв	праме´нічная нэ´рва	@
nervus cutaneus brachii posterior	задний кожный нерв плеча	за´дняя ску´рная нэ´рва пляча´	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervus cutaneus antibrachii dorsalis	тыльный кожный нерв предплечья	ты´льная ску´рная нэ´рва прадпле´чча	
ramus profundus	глубокая ветвь	глыбо´кая галі´на	
nervus interosseus antibrachii dorsalis	тыльный межкостный нерв предплечья	ты´льная міжко´сная нэ´рва прадпле´чча	
ramus superficialis	поверхностная ветвь	павярхо´ўная галі´на	
ramus anastomoticus ulnaris	анастомотическая ветвь с локтевым нервом	анастомо´зная галі´на да лакцяві´чнае нэ´рвы	
nervi digitales dorsales	тыльные пальцевые нервы	ты´льныя нэ´рвы па´льцаў	
nervus collateralis ulnaris nervi radialis	локтевой коллатеральный нерв лучевого нерва	лакцяві´чная прыбо´чная нэ´рва праме´нічнае нэ´рвы	
nervi thoracales	грудные нервы	грудны´я нэ´рвы	@
rami posteriores	задние ветви	за´днія галі´ны	
ramus cutaneus lateralis	наружная кожная ветвь	бакава´я ску´рная галі´на	
ramus cutaneus medialis	внутренняя кожная ветвь	прысярэ´дняя ску´рная галі´на	
rami anteriores  s.  n. n. intercostales	передние ветви или межреберные нервы	пярэ´днія галі´ны альбо´ міжрабро´выя нэ´рвы	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
ramus cutaneus lateralis pectoralis et abdominalis	наружная кожная ветвь грудная и брюшная	бакава´я ску´рная галі´на грудна´я і жывато´вая	
ramus posterior	задняя ветвь	за´дняя галі´на	
ramus anterior	передняя ветвь	пярэ´дняя галі´на	
rami mammarii laterales	наружные ветви молочной железы	бакавы´я галі´ны мало´чнае зало´зы	
nervi intercostobrachiales	межреберноплечевые нервы	міжрабро´ваплечавы´я нэ´рвы	
ramus cutaneus anterior pectoralis et abdominalis	передняя кожнаяветвь грудная и брюшная	пярэ´дняя ску´рная галі´на грудна´я і жывато´вая	
rami mammarii mediales	внутренние ветви молочной железы	прысярэ´днія галі´ны мало´чнае зало´зы	
nervi lumbales	поясничные нервы	паясьні´чныя нэ´рвы	
nervus subcostalis	подреберный нерв	падрабро´вая нэ´рва	
nervi cutanei pectoris laterales	боковые кожные нервы груди	бакавы´я ску´рныя нэ´рвы грудзе´й	
nervi cutanei pectoris anteriores	передние кожные нервы груди	пярэ´днія ску´рныя нэ´рвы грудзе´й	
nervi cutanei abdominis laterales	боковые кожные нервы живота	бакавы´я ску´рныя нэ´рвы жывата´	
nervi cutanei abdominis anteriores	передние кожные нервы живота	пярэ´днія ску´рныя нэ´рвы жывата´	
nervi lumbales, sacrales,coccygeus	нервы поясничные, крестцовые, копчиковый	нэ´рвы паясьні´чныя, крыжо´выя, хвастко´вая	@
rami posteriores	задние ветви	за´днія галі´ны	
ramus medialis	внутренняя ветвь	прысярэ´дняя галі´на	
ramus lateralis	наружная ветвь	бакава´я галі´на	
nervi clunium superiores	верхние нервы седалища	ве´рхнія крумянко´выя нэ´рвы	
rami anteriores	передние ветви	пярэ´днія галі´ны	
nervi sacrales et coccygeus	нервы крестцовые и копчиковый	крыжо´выя і хвастко´вая нэ´рвы	
rami posteriores	задние ветви	за´днія галі´ны	
ramus medialis	внутренняя ветвь	прысярэ´дняя галі´на	
ramus lateralis	наружная ветвь	бакава´я галі´на	
nervi clunium medii [230]	средние нервы седалища	сярэ´днія ску´рныя крумянко´выя нэ´рвы	
plexus sacralis posterior	заднее крестцовое сплетение	за´дняе крыжо´вае спляце´ньне	
plexus lumbosacralis	пояснично-крестцовое сплетение	паясьні´чна-крыжо´вае спляце´ньне	@@
plexus lumbalis	поясничное сплетение	паясьні´чнае спляце´ньне	@
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
ansae lumbales	поясничные петли	паясьні´чныя пе´тлі	
nervus iliohypogastricus	подвздошноподчревный нерв	падузды´шнападчарэ´ўная нэ´рва	@
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
ramus cutaneus lateralis	боковая кожная ветвь	бакава´я ску´рная галі´на	
ramus cutaneus anterior	передняя кожная ветвь	пярэ´дняя ску´рная галі´на	
nervus llioinguinalis	подвздошнопаховой нерв	падузды´шна-па´хвінная нэ´рва	@
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervi scrotales anteriores	передние мошоночные нервы	пярэ´днія машо´начныя нэ´рвы	
nervi labiales anteriores	передние нервы больших губ	пярэ´днія бо´льшагубны´я нэ´рвы	
nervus genitofemoralis	нерв половых органов и бедра	пло´цьцева-бядро´вая нэ´рва	@
nervus  lumboinguinalis	поясничнопаховой нерв	паясьні´чна-па´хвінная нэ´рва	
nervus spermaticus externus	наружный семянной нерв	во´нкавая семянна´я нэ´рва	
nervus cutaneus femoris lateralis	наружный кожный нерв бедра	бакава´я ску´рная нэ´рва бядра´	@
nervus obturatorius	запирательный нерв	замыка´льная нэ´рва	@
ramus anterior	передняя ветвь	пярэ´дняя галі´на	
ramus cutaneus	кожная ветвь	ску´рная галі´на	
ramus posterior	задняя ветвь	задняя галіна	
nervus obturatorius accessorius	прибавочный запирательный нерв	дадатко´вая замыка´льная нэ´рва	
nervus femoralis	бедренный нерв	бядро´вая нэ´рва	@
rami cutanei anteriores	передние кожные ветви	пярэ´днія ску´рныя галі´ны	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervus saphenus	внутренний кожный нерв нижней конечности	прысярэ´дняя ску´рная нэ´рва ні´жняе канцаві´ны	
ramus infrapatellaris	ветвь под коленную чашку	паднакале´нічная галі´на	
rami cutanei cruris mediales	внутренние кожные ветви голени	прысярэ´днія ску´рныя галі´ны галё´нкі	
nervus arteriae femoralis proprius	собственный нерв бедренной артерии	ула´сная нэ´рва бядро´вае артэ´рыі	
plexus sacralis	крестцовое сплетение	крыжо´вае спляце´ньне	@
truncus lumbosacralis	поясничнокрестцовый ствол	паясьні´чнакрыжо´вы ствол	
nervus glutaeus superior [230]	верхний ягодичный нерв	ве´рхняя крумянко´вая нэ´рва	
nervus glutaeus inferior	нижний ягодичный нерв	ні´жняя крумянко´вая нэ´рва	
nervus cutaneus femoris posterior	задний кожный нерв бедра	за´дняя ску´рная нэ´рва бядра´	
nervi clunium inferiores	нижние кожные нервы седалища	ні´жнія ску´рныя крумянко´выя нэрвы´	
rami perineales	промежностные ветви	праме´жныя галі´ны	
rami cutanei femori posteriores	задние кожные ветви бедра	за´днія ску´рныя галі´ны бядра´	
 nervus ischiadicus	седалищный нерв	сяда´льная нэ´рва	@
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
ramus articularis	суставная ветвь	суста´ўная галі´на	
nervus peronaeus communis	общий малоберцовый нерв	супо´льная малагалё´начна я  нэ´рва	@
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervus cutaneus surae lateralis	наружный кожный нерв голени	бакава´я ску´рная нэ´рва галё´нкі	
ramus anastomoticus peronaeus	анастомотическая ветвь малоберцового нерва	анастомо´зная галі´на малагалё´начнае нэ´рвы	
nervus peronaeus superficialis	поверхностный малоберцовый нерв	павярхо´ўная малагалё´начная нэ´рва	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervus cutaneus dorsalis medialis	кожный тыльный внутренний нерв	ты´льная прысярэ´дняя ску´рная нэ´рва	
nervus cutaneus dorsalis intermedius	кожный тыльный промежуточный нерв	праме´жная ты´льная ску´рная нэ´рва	
nervi digitales dorsales pedis	тыльные пальцевые нервы стопы	ты´льныя нэ´рвы па´льцаў ступы´	
nervus peronaeus profundus	глубокий малоберцовый нерв	глыбо´кая малагалё´начная нэ´рва	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervi digitales dorsales − hallucis lateralis et digiti secundi medialis	тыльные пальцевые нервы − большого пальца наружный и второго пальца внутренний	ты´льныя па´льцавыя нэ´рвы − вялі´кага па´льца бакава´я і друго´га па´льца прысярэ´дняя	
ramus articularis	суставная ветвь	суста´ўная галі´на	
nervi interossei pedis	межкостные нервы стопы	міжко´сныя нэ´рвы ступы´	
nervus tibialis	большеберцовый нерв	вялі´кагалё´начная нэ´рва 	@
rami musculares	мышечные ветви	цягліч´ныя галі´ны	
nervus interosseus cruris	межкостный нерв голени	міжко´сная нэ´рва галё´нкі	
nervus cutaneus surae medialis	внутренний кожный нерв голени	прысярэ´дняя ску´рная нэ´рва лы´ткі	
nervus suralis	икроножный нерв	лы´ткавая нэ´рва	
rami calcanei laterales	наружные пяточные ветви	бакавы´я пя´тачныя галі´ны	
nervus cutaneus dorsalis lateralis	кожный наружный нерв тыла	бакава´я ты´льная ску´рная нэ´рва	
rami calcanei mediales	внутренние пяточные ветви	прысярэ´днія пя´тачныя галі´ны	
nervus plantaris medialis	внутренний подошвенный нерв	прысярэ´дняя падашво´вая нэ´рва	
nervi digitales plantares communes	общие подошвенные нервы пальцев	супо´льныя падашво´выя нэ´рвы па´льцаў	
nervi digitales plantares proprii	собственные подошвенные нервы пальцев	ула´сныя падашво´выя нэ´рвы па´льцаў	
nervus plantaris lateralis	наружный подошвенный нерв	бакава´я падашво´вая нэ´рва	
ramus superficialis	поверхностная ветвь	павярхо´ўная галі´на	
nervi digitales plantares communes	общие подошвенные нервы пальцев	супо´льныя падашво´выя нэ´рвы па´льцаў	
nervi digitales plantares proprii	собственные подошвенные нервы пальцев	ула´сныя падашво´выя нэ´рвы па´льцаў	
ramus profundus	глубокая ветвь	глыбо´кая галі´на	
rami articulares n. cutanei surae medialis	суставные ветви внутреннего кожного нерва голени	суста´ўныя галі´ны прысярэ´дняе ску´рнае нэ´рвы лы´ткі	
rami musculares	мышечные ветви	цяглі´чныя галі´ны	
nervus canalis musculo-peronaei	нерв мышечно-малоберцового канала	нэ´рва цяглі´чнама´лагалё´начнага хо´ду	
ramus popliteus	подколенная ветвь	падкале´нная галі´на	
nervus plantaris hallucis lateralis	наружный подошвенный нерв большого пальца	бакава´я падашво´вая нэ´рва вялі´кага па´льца	
nervus plantaris lateralis digiti quinti 	наружный подошвенный нерв пятого пальца	бакава´я падашво´вая нэ´рва пя´тага па´льца	
plexus pudendus [231]	срамное сплетение	пло´цьцевае спляце´ньне	@
nervi haemorrhoidales medii	средние прямокишечные нервы	сярэ´днія ку´тнічныя нэ´рвы	
nervi vesicales inferiores	нижние пузырные нервы	ні´жнія пузы´рныя нэ´рвы	
nervi vaginales	нервы влагалища	по´хвавыя нэ´рвы	
nervus pudendus	срамной нерв	пло´цьцевая нэ´рва	
nervi haemorrhoidales inferiores	нижние прямокишечные нервы	ні´жнія ку´тнічныя нэ´рвы	
nervus perinei	нерв промежности	нэ´рва праме´жжа	
nervi scrotales posteriores	задние мошоночные нервы	за´днія машо´начныя нэ´рвы	
nervi labiales posteriores	задние нервы больших губ	за´днія бо´льшагубны´я нэ´рвы	
nervus dorsalis penis	тыльный нерв мужского полового члена	ты´льная нэ´рва ко´раня	
nervus dorsalis clitoridis	тыльный нерв клитора	ты´льная нэ´рва ласкаце´ня	
nervus perforans ligamentum sacrotuberosum	нерв, прободающий крестцовобугорную связку	праніка´льная нэ´рва крыжо´вагру´давага вя´зу	
nervus perinei lateralis	наружный нерв промежности	бакава´я нэ´рва праме´жжа	
nervi perinei mediales	внутренние нервы промежности	прысярэ´днія нэ´рвы праме´жжа	
nervus coccygeus	копчиковый нерв	хвастко´вая нэ´рва	@
plexus coccygeus	копчиковое сплетение	хвастко´вае спляце´ньне	
nervi anococcygei	заднепроходно-копчиковые нервы	ку´тнічна-хвастко´выя нэ´рвы	
systema nervorum sympathicum [232]	симпатическая нервная система	сымпаты´йная нэрво´вая сыстэ´ма	@
truncus sympathicus	симпатический ствол	сымпаты´йны ствол	
ganglia trunci sympathici	узлы симпатического ствола	вузлы´ сымпаты´йнага ствала´	
plexus sympathici	симпатические сплетения	сымпаты´йныя спляце´ньні	
ganglia plexuum sympathicorum	узлы симпатических сплетений	вузлы´ сымпаты´йных спляце´ньняў	
rami intergangliares	межузловые ветви	міжвузло´выя галі´ны	
rami transversi	поперечные ветви	папяро´чныя галі´ны	
pars cephalica et cervicalis systematis sympathici	головная и шейная часть симпатической системы	галаўна´я і шы´йная ча´сткі сымпаты´йнае сыстэ´мы	@
ganglion cervicale superius	верхний шейный узел	ве´рхні шы´йны ву´зел	
nervus jugularis	яремный нерв	ярэ´мная нэ´рва	
nervus caroticus internus	внутренний сонный нерв	нутрана´я со´нная нэ´рва	
plexus caroticus internus	внутреннее сонное сплетение	нутрано´е со´ннае спляце´ньне	
plexus cavernosus	пещеристое сплетение	пячо´рыстае спляце´ньне	
plexus arteriae cerebri anterioris	сплетение передней артерии мозга	спляце´ньне пярэ´дняе артэ´рыі мазго´ў	
plexus arteriae cerebri mediae	сплетение средней артерии мозга	спляце´ньне сярэ´дняе артэ´рыі мазго´ў	
plexus arteriae chorioideae	сплетение артерии сосудистого сплетения	спляце´ньне варсава´тае артэ´рыі	
plexus ophthalmicus	глазничное сплетение	вако´вічнае спляце´ньне	
radices sympathicae ganglii ciliaris	симпатические корешки ресничного узла	сымпаты´йныя карэ´нчыкі ве´йкавага вузла´	
nervi carotici externi	наружные сонные нервы	во´нкавыя со´нныя нэ´рвы	
plexus caroticus externus	наружное сонное сплетение	во´нкавае со´ннае спляце´ньне	
plexus thyreoideus superior	верхнее щитовидное сплетение	ве´рхняе шчытава´тае спляце´ньне	
plexus lingualis	язычное сплетение	язы´чнае спляце´ньне	
plexus maxillaris externus	наружное челюстное сплетение	во´нкавае скі´вічнае спляце´ньне	
radix sympathica ganglii submaxillaris	симпатический корешок подчелюстного узла	сымпаты´йны ко´рань падні´жняскі´вічнага вузла´	
plexus occipitalis	затылочное сплетение	паты´лічнае спляце´ньне	
plexus auricularis posterior	заднее ушное сплетение	за´дняе вушно´е спляце´ньне	
plexus temporalis superficialis	поверхностное височное сплетение	павярхо´ўнае скро´невае спляце´ньне	
plexus maxillaris internus	внутреннее челюстное сплетение	нутрано´е скі´вічнае спляце´ньне	
plexus meningeus	сплетение твердой мозговой оболочки	спляце´ньне цьвё´рдае мазго´вае абало´ны	
plexus caroticus communis	общее сонное сплетение	супо´льнае со´ннае спляце´ньне	
rami laryngopharyngei	гортанноглоточные ветви	гарля´чна-гло´тачныя галі´ны	
plexus pharyngeus ascendens	восходящее глоточное сплетение	усхо´днае гло´тачнае спляце´ньне	
nervus cardiacus superior	верхний сердечный нерв	ве´рхняя сэ´рцавая нэ´рва	
ganglion cervicale inferius	нижний шейный узел	ні´жні шы´йны ву´зел	
ansa subclavia (Vieussenii)	подключичная петля (Вьейсениуса)	падраме´нічная пятля´ (Віёссэ´нія)	
nervus cardiacus inferior	нижний сердечный нерв	ні´жняя сэ´рцавая нэ´рва	
plexus subclavius	подключичное сплетение	падраме´нічнае спляце´ньне	
plexus mammarius internus	внутреннее сплетение молочной железы	нутрано´е спляце´ньне мало´чнае зало´зы	
plexus thyreoideus inferior	нижнее щитовидное сплетение	ні´жняе шчытава´тае спляце´ньне	
plexus vertebralis	позвоночное сплетение	хрыбе´тнічнае спляце´ньне	
ganglion cervicale medium	средний шейный узел	сярэ´дні шы´йны ву´зел	
nervus intergangliaris inferior	нижний межузловой нерв	ні´жняя міжвузло´вая нэ´рва	
ganglion cardiacum superius	верхний сердечный узел	ве´рхні сэ´рцавы ву´зел	
ganglion temporale (Scarpae)	височный узел (Скарпы)	скро´невы ву´зел (Ска´рпы) 	
nervus cardiacus medius	средний сердечный нерв	сярэ´дняя сэ´рцавая нэ´рва	
ganglion cardiacum medium (Arnoldi)	средний сердечный узел (Арнольда)	сярэ´дні сэ´рцавы ву´зел (Арно´льда)	
nervus cardiacus imus	самый нижний сердечный нерв	найніжэ´йшая сэ´рцавая нэ´рва	
pars thoracalis systematis sympathici	грудная часть симпатической системы	грудна´я ча´стка сымпаты´йнае сыстэ´мы	@
ganglia thoracalia	грудные узлы	грудны´я вузлы´	
nervus splanchnicus major	большой утробный нерв	бо´льшая нутрава´я нэ´рва	
ganglion splanchnicum	узел утробного нерва	нутравы´ ву´зел	
nervus splanchnicus minor	малый утробный нерв	ме´ншая нутрава´я нэ´рва	
ramus renalis	почечная ветвь	ны´ркавая галі´на	
nervus splanchnicus imus	самый нижний утробный нерв	найніжэ´йшая нутрава´я нэ´рва	
plexus aorticus thoracalis	сплетение грудной аорты	спляце´ньне грудно´е ао´рты	
plexus cardiacus	сердечное сплетение	сэ´рцавае спляценьне	
plexus coronarius cordis anterior	переднее венечное сплетение сердца	пярэ´дняе вянко´вае спляце´ньне сэ´рца	
ganglion cardiacum (Wrisbergi)	сердечный узел (Врисберга)	сэ´рцавы ву´зел (Вры´сбэрга)	
plexus coronarius posterior	заднее венечное сплетение	за´дняе вянко´вае спляце´ньне	
rami pulmonales	легочные ветви	лё´гачныя галі´ны	
plexus pulmonalis	легочное сплетение	лё´гачнае спляце´ньне	
plexus cardiacus superficialis	поверхностное сердечное сплетение	павярхо´ўнае сэ´рцавае спляце´ньне	
plexus cardiacus profundus	глубокое сердечное сплетение	глыбо´кае сэ´рцавае спляце´ньне	
Pars abdominalis et pelvina systematis sympathici	брюшная и тазовая часть симпатической системы	жывато´вая і лагво´вая ча´стка сымпаты´йнае сыстэ´мы	@
ganglia lumbalia	поясничные узлы	паясьні´чныя вузлы´	
ganglia sacralia	крестцовые узлы	крыжо´выя вузлы´	
plexus aorticus abdominalis	сплетение брюшной аорты	спляце´ньне брушно´е ао´рты	
plexus coeliacus s. solaris	утробное или солнечное сплетение	жывато´вае альбо´ со´нечнае спляце´ньне	
ganglia coeliaca	узлы утробной артерии	вузлы´ нутро´вае артэ´рыі	
ganglion mesentericum superius	верхний брыжеечный узел	ве´рхні ато´чынкавы ву´зел	
plexus phrenicus	диафрагматическое сплетение	дыяфрагмальнае спляценьне	
ganglia phrenica	диафрагматические узлы	дыяфрагма´льныя вузлы´	
plexus hepaticus	печеночное сплетение	печанё´вае спляце´ньне	
plexus lienalis	селезеночное сплетение	касо´вае спляце´ньне	
plexus gastricus superior	верхнее желудочное сплетение	ве´рхняе стра´ўнічнае спляце´ньне	
plexus gastricus inferior	нижнее желудочное сплетение	ні´жняе стра´ўнічнае спляце´ньне	
plexus suprarenalis	надпочечное сплетение	надны´рнічнае спляце´ньне	
plexus renalis	почечное сплетение	ны´ркавае спляце´ньне	
plexus supermaticus 	семенное сплетение	семянно´е спляце´ньне	
plexus arteriae ovaricae	сплетение яичниковой артерии	спляце´ньне яе´чнічнае артэ´рыі	
plexus mesentericus superior	верхнее брыжеечное сплетение	ве´рхняе ато´чынкавае спляце´ньне	
plexus myentericus	сплетение мышечного слоя кишки	ну´трацяглі´чнае спляце´ньне кі´шкі	
plexus submucosus	подслизистое сплетение	падсьлі´зьнічнае спляце´ньне	
plexus mesentericus inferior	нижнее брыжеечное сплетение	ні´жняе ато´чынкавае спляце´ньне	
nervi haemorrhoidales superiores	верхние прямокишечные нервы	ве´рхнія ку´тнічныя нэ´рвы	
plexus haemorrhoidalis superior	верхнее прямокишечное сплетение	ве´рхняе ку´тнічнае спляце´ньне	
plexus iliacus	подвздошное сплетение	падузды´шнае спляце´ньне	
plexus hypogastricus	подчревное сплетение	падчэ´раўнае спляце´ньне	
plexus haemorrhoidalis medius	среднее прямокишечное сплетение	сярэ´дняе ку´тнічнае спляце´ньне	
plexus prostaticus	предстательное сплетение	падкарэ´нічнае спляце´ньне	
plexus deferentialis	сплетение семевыносящего протока	спляце´ньне выно´снага право´ду	
plexus uterovaginalis	мачточновлагалищное сплетение	ма´цічнапо´хвавае спляце´ньне	
plexus vesicalis	пузырное сплетение	пузы´рнае спляце´ньне	
nervi vesicales superiores	верхние пузырные нервы	ве´рхнія пузы´рныя нэ´рвы	
nervi vesicales inferiores	нижние пузырные нервы	ні´жнія пузы´рныя нэ´рвы	
plexus cavernosus penis	пещеристое сплетение члена	пячо´рыстае спляце´ньне ко´раня	
nervus cavernosus penis major	большой пещеристый нерв члена	бо´льшая пячо´рыстая нэ´рва ко´раня	
nervi cavernosi penis minores	малые пещеристые нервы члена	ме´ншыя пячо´рыстыя нэ´рвы  ко´раня	
plexus cavernosus clitoridis	пещеристое сплетение клитора	пячо´рыстае спляце´ньне ласкаце´ня	
5955nervus cavernosus clitoridis major	большой пещеристый нерв клитора	бо´льшая пячо´рыстая нэ´рва ласкаце´ня	
nervi cavernosi clitoridis minores	малые пещеристые нервы клитора	ме´ншыя пячо´рыстыя нэ´рвы ласкаце´ня	
plexus femoralis	бедренное сплетение	бядро´вае спляце´ньне	
plexus popliteus	подколенное сплетение	падкале´ннае спляце´ньне	
ganglion renaliaorticum	почечноаортальный узел	ны´ркаваао´ртавы ву´зел	
rami pancreaticoduodenales plexus mesenterici superioris 	поджелудочно-двенадцатиперстные ветви верхнего брыжеечного сплетения	падстра´ўнічна-двана´сткавыя галі´ны ве´рхняга ато´чынкавага спляце´ньня	
rami intestinales	кишечные ветви	кі´шачныя галі´ны	
rami colici	ветви ободочной кишки	абво´днічныя галі´ны	
plexus hypogastricus superior	верхнее подчревное сплетение	ве´рхняе падчэ´раўнае спляце´ньне	
plexus hypogastrici inferiores	нижние подчревные сплетения	ні´жнія падчэ´раўныя спляце´ньні	
glomus caroticum	сонный клубок	со´нны клубо´к	
nervi splanchnici sacrales	крестцовые утробные нервы	крыжо´выя нутро´выя нэ´рвы	
plexus seminalis	сплетение семенного пузырька	семянно´е спляце´ньне	
ganglia prostatica	предстательные узлы	падкарэ´нічныя вузлы´	
nervi erigentes	нервы напряжения члена	напру´жальныя нэ´рвы ко´раня	
organa sensuum et integumentum commune [233]	органы чувств и общий покров	о´рганы пачу´цьцяў і агу´льнае пакрыцьцё´	@@@@
organon visus	орган зрения	о´рган зро´ку	@@@
oculus	глаз	во´ка	@@
nervus opticus	зрительный нерв	зро´чная нэ´рва	@
vaginae n. optici	влагалища глазного нерва	по´хвы зро´чнае нэ´рвы	
spatia intervaginalia	межвлагалищные пространства	міжпо´хвавыя прасто´ры	
bulbus oculi [234]	глазное яблоко	во´чны я´блык	@
polus anterior	передний полюс	пярэ´дні кане´ц	
polus posterior	задний полюс	за´дні кане´ц	
aequator [235]	экватор	ро´ўнік, эква´тар	
meridiani	меридианы	палу´дзеньнікі	
axis oculi externa	наружная ось глаза	во´нкавая вось во´ка	
axis oculi interna	внутренняя ось глаза	нутрана´я вось во´ка	
axis optica	зрительная ось	зро´чная вось	
linea visus	линия зрения	лі´нія зро´ку	
vesicula ophthalmica	глазной пузырек	во´чны пухі´рык	
caliculus ophthalmicus	глазная чашечка	во´чная ча´рачка	
tunica fibrosa oculi	фиброзная оболочка глазного яблока	валакні´стая абало´нка во´ка	@@
sclera [236]	белочная оболочка	бяло´чная абало´нка	@
sulcus sclerae	борозда белочной оболочки	баразна бялочнае абалонкі	
rima cornealis	щель для роговицы	празаро´чная про´разь	
sinus venosus sclerae (canalis Schlemmi, Lauthi)	венозная пазуха белочной оболочки (канал Шлемма, Лота)	вэ´нная па´зуха бяло´чнае абало´нкі (ход Шле´мма, Лё´та)	
lamina fusca	темная пластинка	цьмя´ны пласто´к	
lamina cribrosa sclerae	решетчатая пластинка белочной оболочки	сіткава´ты пласто´к бяло´чнае абало´нкі	
raphe sclerae	шов белочной оболочки	шво´ бяло´чнае абало´нкі	
funiculus sclerae	канатик белочной оболочки	кно´цік бяло´чнае абало´нкі	
cornea [237]	роговица	празаро´ка, рагаві´ца	@
annulus conjunctivae	кольцо соединительной оболочки	ко´лца злуча´льнае абало´нкі	
vertex corneae	верхушка роговицы	вяршо´к празаро´кі	
Limbus corneae	край роговицы	край празаро´кі	
facies anterior	передняя поверхность	пярэ´дняя паве´рхня	
facies posterior	задняя поверхность	за´дняя паве´рхня	
epithelium corneae	эпителий роговицы	пакры´тніца празаро´кі	
lamina elastica anterior (Bowmani)	передняя эластическая пластинка (Баумэна)	пярэ´дні пру´ткі пласто´к (Ба´ўмэна)	
substantia propria	собственное вещество	ула´сная матэ´рыя	
lamina elastica posterior (Demoursi, Descemeti)	задняя эластическая пластинка (Демурса, Десцемета)	за´дні пру´ткі пласто´к (Дэму´рса, Дэсцэмэ´та)	
endothelium camerae anterioris	эндотелий передней камеры	ну´тракры´тніца пярэ´дняе камо´ры	
tunica vasculosa oculi	сосудистая оболочка глаза	судзі´нная абало´нка во´ка	@@
chorioidea	собственная сосудистая оболочка	варсаві´ца	@
lamina suprachorioidea	надсосудистая пластинка	надварсаві´чны пласто´к	
spatium perichorioidale	пространство по окружности собственной сосудистой оболочки	вако´лварсаві´чная прасто´ра	
lamina vasculosa	сосудистая пластинка	судзі´нны пласто´к	
lamina choriocapillaris	сосудистокапиллярная пластинка	варсаві´чнаваласьні´нны пласто´к	
lamina basalis	основная пластинка	асно´ўны пласто´к	
raphe chorioideae	шов собственной сосудистой оболочки	шво´ варсаві´цы	
foramen opticum chorioideae	зрительное отверстие собственной сосудистой оболочки	зро´чная атво´рына варсаві´цы	
corpus ciliare	ресничное тело	ве´йкавае це´ла	@
corona ciliaris	ресничный венчик	ве´йкавы вяно´чак	
processus ciliaris	ресничный отросток	ве´йкавы ато´жылак	
plicae ciliares	ресничные складки	ве´йкавыя скла´дкі	
orbiculus ciliaris	ресничный кружок	ве´йкавы кружо´к	
fibrae meridionales (Brueckei)	меридиональные волокна (Брюкке)	палу´дзеньнічныя вало´кны (Брю´кке)	
fibrae circulares (Muelleri)	круговые волокна (Мюллера)	кругавы´я вало´кны (Мю´льлера)	
plexus gangliosus ciliaris	ганглиозное ресничное сплетение	вузлаво´е ве´йкавае спляце´ньне	
musculus ciliaris	ресничная мышца	ве´йкавая цяглі´ца	
fibrae radiales	радиальные волокна	прамяні´стыя вало´кны	
musculus tensor chorioideae (m. Brueckei)	мышца, напрягающая собственную сосудистую оболочку (мышца Брюкке)	цяглі´ца напружа´льніца варсаві´цы (цяглі´ца Брю´кке)	
iris	радужная оболочка	вясё´лка	@
margo pupillaris	зрачковый край	зрэ´нкавы край	
margo ciliaris	ресничный край	ве´йкавы край	
facies anterior	передняя поверхность	пярэ´дняя паве´рхня	
facies posterior	задняя поверхность	за´дняя паве´рхня	
annulus iridis major	большое кольцо радужной оболочки	бо´льшае вясё´лкавае ко´лца	
annulus iridis minor	малое кольцо радужной оболочкй	ме´ншае вясё´лкавае ко´лца	
plicae iridis	складки радужной оболочки	скла´дкі вясё´лкі	
pupilla	зрачок	зрэ´нка	
