genu internum	колено внутреннее	кале´на нутрано´е	
pars secunda	вторая часть	друга´я ча´стка	
nuclei nervi acustici	ядра слухового нерва	я´дры слухаво´е нэрвы	
nuclei n. cochlearis	ядра нерва улитки	я´дры скру´тачнае нэ´рвы	
nuclei n. vestibularis	ядра нерва преддверия	я´дры прысе´начнае нэ´рвы	
nucleus olivaris superior	верхнее ядро оливы	ве´рхняе алі´ўнае ядро´	
nucleus lemnisci lateralis	ядро боковой петли	ядро´ бакаво´е пятлі´	
fasciculus longitudinalis medialis	внутренний продольный пучок	прысярэ´дні прадо´ўжны пучо´к	
formatio reticularis	сетевидное образование	сеткавата´е ўтварэ´ньне	
corpus trapezoideum	трапециевидное тело	трапэцыява´тае це´ла	
lemniscus	петля	пятля´	
lemniscus medialis sensitivus	внутренняя петля чувствительная	прысярэ´дняя пятля´ адчува´льная	
lemniscus lateralis acusticus	наружная петля слуховая	бакава´я пятля´ слухава´я	
nucleus nervi vestibularis lateralis (Deitersi)	наружное ядро нерва преддверия (Дейтерса)	бакаво´е ядро´ прысе´начнае нэ´рвы (Дэ´йтэрса)	
nucleus nervi vestibularis superior (Bechterewi)	верхнее ядро нерва преддверия (Бехтерева)	ве´рхняе ядро´ прысе´начнае нэ´рвы (Бе´хцерава)	
nucleus reticularis tegmenti	сетевидное ядро покрышки	сеткава´тае ядро´ ве´ка	
nucleus trapezoideus	трапециевидное ядро	трапэцыява´тае ядро´	
nuclei sensibiles nervi trigemini	чувствительные ядра тройничного нерва	адчува´льныя я´дры трайча´стае нэ´рвы	
nucleus eminentiae medialis	ядро внутреннего возвышения	ядро´ прысярэ´дняга ўзвы´шша	
fibrae cruciantes nervi trigemini	перекрещивающиеся волокна тройничного нерва	скрыжава´ныя вало´кны трайча´стае нэ´рвы	
nucleus dorsalis raphes	тыльное ядро шва	ты´льнае ядро´ шва	
decussatio nervorum trochlearium	перекрест блоковых нервов	скрыжава´ньне блё´чных нэ´рваў	
pars descendens nervi trochlearis	нисходящая часть блокового нерва	спускна´я ча´стка блё´чнае нэ´рвы	
brachium conjunctivum	ножка мозжечка к четверному возвышению	злуча´льная но´жка	
decussatio brachii conjunctivi	перекрест ножек мозжечка к четверному возвышению	скрыжава´ньне злуча´льнай но´жкі	
tractus thalamoolivaris	таламооливный путь	зро´чнаалі´ўны тракт	
nucleus centralis superior	верхнее центральное ядро	ве´рхняе асяро´дкавае ядро´	
tractus tectospinalis	покрышечно-спинномозговой путь	ве´касьпі´нны тракт	
tractus rubrospinalis	красноспиннозговой путь	чырво´насьпі´нны тракт	
pars basilaris pontis	основная часть моста	асно´ўная ча´стка мо´сту	
fibrae pontis profundae	глубокие волокна моста	глыбо´кія вало´кны мо´сту	
fasciculi longitudinales pyramidales	продольные пучки  пирамидные	прадо´ўжныя пучкі´ пірамі´дныя	
nuclei pontis	ядра моста	я´дры мо´сту	
fibrae pontis superficiales	поверхностные волокна моста	павярхо´ўныя вало´кны мо´сту	
cerebellum	мозжечок	мо´зачкі	
gyri cerebelli [210]	извилины мозжечка	лукаві´ны мо´зачкаў	
sulci cerebelli	борозды мозжечка	баро´зны мо´зачкаў	
vallecula cerebelli	долинка мозжечка	далі´нка мо´зачкаў	
incisura cerebelli anterior	передняя вырезка мозжечка	пярэ´дняя вы´разка мо´зачкаў	
incisura cerebelli posterior	задняя вырезка мозжечка	за´дняя вы´разка мо´зачкаў	
sulcus horizontalis cerebelli	горизонтальная борозда мозжечка	пазе´мная баразна´ мо´зачкаў	
fissura transversa cerebelli	поперечная щель мозжечка	папяро´чная шчы´ліна мо´зачкаў	
vermis	червячок	чарвя´ к	
lingula cerebelli	язычок мозжечка	язычо´к мо´зачкаў	
vincula lingulae cerebelli	связь язычка мозжечка	ланцужкі´ язычка´ мо´зачкаў	
lobulus centralis	центральная долька	асяро´дкавая до´лька	
monticulus	горка	го´рачка	
culmen	верхушка	вяршо´к	
declive	скат	спад	
folium vermis	лист червячка	ліст чарвяка´	
tuber vermis	бугор червячка	груд чарвяка´	
pyramis vermis	пирамида червячка	пірамі´да чарвяка´	
uvula vermis	язычок червячка	язычо´к чарвяка´	
nodulus	узелок	ву´зьлік	
hemisphaerium cerebelli	полушарие мозжечка	паўку´ля  мо´зачкаў	
facies superior	верхняя поверхность	ве´рхняя паве´рхня	
ala lobuli centralis	крыло центральной дольки	крыло´ асяро´дкавае до´лькі	
lobulus quadrangularis	четыреугольная долька	чатырохку´тная до´лька	
pars anterior	передняя часть	пярэ´дняя ча´стка	
pars posterior	задняя часть	за´дняя ча´стка	
lobulus semilunaris superior	верхняя полулунная долька	ве´рхняя серпава´тая до´лька	
facies inferior	нижняя поверхность	ні´жняя паве´рхня	
lobulus semilunaris inferior	нижняя полулунная долька	ні´жняя серпава´тая до´лька	
lobulus biventer	двубрюшная долька	двухжыватко´вая до´лька	
tonsilla cerebelli	миндалина мозжечка	мігда´ліца мо´зачкаў	
flocculus [211]	клочок	касмычо´к	
flocculi secundarii	вторичные клочки	другара´дныя касмычкі´	
pedunculus flocculi	ножка клочка	но´жка касмычка´	
nidus avis	гнездо птицы	гняздо´ пту´шкі	
vermis superior	верхний червячок	ве´рхні чарвя´к	
vermis inferior	нижний червячок	ні´жні чарвя´к	
sectiones cerebelli	разрезы  мозжечка	разрэ´зы мо´зачкаў	@
corpus medullare	мозговое тело	мазго´вае це´ла	
laminae medullares	мозговые пластинки	мазго´выя пласткі´	
arbor vitae	древо жизни	дрэ´ва жыцьця´	
substantia corticalis	корковое вещество	ко´ркавая матэ´рыя	
lamina basalis	основная пластинка	спо´давы пласто´к	
stratum cinereum	серый слой	папялі´сты пласт	
stratum gangliosum	ганглиозный  слой	вузлавы пласт	
stratum granulosum	зернистый слой	зернаваты пласт	
nucleus dentatus	зубчатое ядро	зубча´стае ядро´	
hilus nuclei dentati	ворота зубчатого ядра	варо´ты зубча´стага ядра´	
nucleus fastigii	ядро шатра	ядро´ вяршка´	
nucleus globosus	шаровидное ядро кулява´тае ядро´	
nucleus emboliformis	пробковидное ядро	за´тычкападо´бнае ядро´	
capsula nuclei dentati	сумка зубчатого ядра	ка´псуля зубча´стага ядра´	
centrum medullare nuclei dentati	мозговой  центр зубчатого ядра	мазго´вы асяро´дак зубча´стага ядра´	
isthmus rhombencephali	перешеек ромбовидного мозга	пярэ´смык ромбава´тых мазго´ў	@
brachium conjunctivum  cerebelli	ножка мозжечка к четверному возвышению	злуча´льнае плячо´  мо´зачкаў	
lemniscus	петля	пятля´	
lemniscus lateralis	боковая петля	бакава´я пятля´	
lemniscus medialis	внутренняя петля	прысярэ´дняя пятля´	
trigonum lemnisci	треугольник петли	трыку´тнік пятлі´	
velum  medullare anterius	передний мозговой парус	пярэ´дняя мазго´вая засло´на	
frenulum veli medullaris anterioris	уздечка переднего мозгового паруса	абро´цька пярэ´дняе мазго´вае засло´ны	
sectiones isthmi  vide pedunculi cerebri	разрезы nepeшейка см. ножки мозга	разрэ´зы пярэ´смыку  гл. но´жкі мазго´ў	@
ganglion interpedunculare	межножковый ганглий	міжно´жачны ву´зел	
nucleus n. trochlearis	ядро блокового нерва	ядро´ блё´чнае нэ´рвы	
cerebrum	мозг	мазгі´	@@
facies convexa  cerebri	выпуклая поверхность мозга	вы´гнутая паве´рхня мазго´ў	
facies medialis cerebri	внутренняя поверхность мозга	прысярэ´дняя паве´рхня мазго´ў	
basis cerebri	основание мозга	спод мазгоў	
mesencephalon	средний мозг	сярэ´днія мазгі´	@
facies inferior	нижняя поверхность	ні´жняя паве´рхня	
fossa interpeduncularis (Tarini)	межножковая ямка (Тариниева)	міжно´жачная я´міна (Тары´ні)	
recessus anterior	передний выступ	пярэ´дняя за´вараць	
recesuss posterior	задний выступ	за´дняя за´вараць	
substantia perforata posterior	заднее продырявленное вещество	за´дняя прасьвідро´ваная матэ´рыя	
pedunculus cerebri	ножка мозга	но´жка мазго´ў	@
aquaeductus cerebri (Sylvii)	водопровод мозга (Сильвия)	вадаправо´д мазго´ў (Сы´львія)	
sulcus lateralis	боковая борозда	бакава´я баразна´	
sulcus n. oculomotorii	борозда глазодвигательного нерва	баразна´ во´кару´хальнае нэ´рвы	
sectiones pedunculi cerebri	разрезы ножки мозга	разрэ´зы но´жкі мазго´ў	@@
tegmentum	покрышка	ве´ка	@
stratum griseum  centrale	центральный серый слой	асяро´дкавы шэ´ры пласт	
formatio reticularis	сетевидное образование	сеткава´тае ўтварэ´ньне	
fasciculus longitudinalis medialis	внутренний продольный пучок	прысярэ´дні  прадо´ўжны  пучо´к	
radix descendens nervi trigemini	нисходящий кoрешок тройничного нерва	спускны´ ко´рань трайча´стае нэ´рвы	
nucieus radicis descendentis n. trigemini	ядро нисходящего корешка тройничного нерва	ядро´ спускно´га  ко´раня трайча´стае нэ´рвы	
nucleus n. oculomotorii	ядро глазодвигательного нерва	ядро´ во´кару´хальнае нэ´рвы	
nuclei tegmenti	ядра покрышки	я´дры ве´ка	
nucleus ruber	красное ядро	чырво´нае ядро´	
decussationes tegmentorum	перекресты покрышек	скрыжава´ньні ве´каў	
decussatio brachii conjunctivi	перекрест ножек мозжечка к четверному возвышению	скрыжава´ньне злуча´льнага пляча´	
lemniscus lateralis	боковая петля	бакава´я пятля´	
lemniscus medialis	внутренняя петля	прысярэ´дняя пятля´	
substantia nigra	черное вещество	чо´рная матэ´рыя	@
basis pedunculi	основание ножки	спод но´жкі	@
corpora quadrigemina [212]	четверохолмие	чатыро´хблізьня´чыя це´лы	@@
lamina quadrigemina	пластинка четвертного возвышения	чатыро´хблізьня´чы пласто´к	
colliculus superior	верхний бугорок	ве´рхні ўзго´рачак	
colliculus inferior	нижний бугорок	ні´жні ўзго´рачак	
brachium quadrigeminum superius	верхняя ручка четверного возвышения	ве´рхняе чатыро´хблізьня´чае плячо´	
brachium quadrigeminum inferius	нижняя ручка четверного возвышения	ніжняе чатырохблізьнячае плячо	
sectiones corporum quadrigeminorum	разрезы четверохолмия	разрэ´зы чатыро´хблізьня´чых це´лаў	@
stratum zonale	поясной слой	паясны´ пласт	
stratum griseum colliculi superioris	серый слой верхнего бугорка	шэ´ры пласт ве´рхняга ўзго´рачка	
nucleus colliculi inferioris	ядро нижнего бугорка	ядро´ ні´жняга ўзго´рачка	
stratum album profundum	глубокий белый слой	глыбо´кі бе´лы пласт	
prosencephalon [213]	передний мозг	пярэ´днія мазгі´	@@@
diencephalon	промежуточный мозг	праме´жныя мазгі´	@@
ventriculus tertius	третий желудочек	трэ´ці страўнічо´ к	@
aditus ad aquaeductum cerebri	вход  в  водопровод  мозга	увахо´д  у вадаправо´д ´мазго´ў	
commissura posterior cerebri	задняя спайка  мозга	за´дні зьвя´зак  мазго´ў	
foramen interventriculare (Monroi)	межжелудочковое отверстие (Монро)	міжстраўнічко´вая атво´рына (Монро´)	
sulcus hypothalamicus (Monroi)	борозда области под зрительным бугром (Монро)	падзро´чная баразна´ (Монро´)	
massa intermedia	промежуточная масса	праме´жная ма´са	
recessus opticus	зрительный выступ	зро´чная за´вараць	
recessus infundibuli	выступ воронки	за´вараць ле´йкі	
commissura anterior cerebri	передняя спайка мозга	пярэ´дні зьвя´зак  мазго´ў	
recessus triangularis	треугольный выступ	трыку´тная за´вараць	
hypothalamus	область под зрительным бугром	падзро´чча	@@
pars mamillaris hypothalami	сосковая часть области под зрительным бугром	сыско´вая ча´стка падзро´чча	@
corpus mamillare	сосковое тело	сыскава´тае це´ла	
pars optica hypothalami	зрительная часть области  под  зрительным бугром	зро´чная ча´стка падзро´чча	@
tuber cinereum	серый бугор	папялі´сты груд	
infundibulum	воронка	ле´йка	
hypophysis	придаток мозга	ні´жні ато´жылак мазго´ў	
lobus anterior	передняя доля	пярэ´дняя до´ля	
lobus posterior	задняя доля	за´дняя до´ля	
tractus opticus	зрительный тракт	зро´чны тракт	
radix medialis	внутренний корешок	прысярэ´дні ко´рань	
radix lateralis	наружный корешок	бакавы´ ко´рань	
chiasma opticum	перекрест зрительных нервов	зро´чнае скрыжава´ньне	
lamina terminalis	конечная пластинка	канцавы´ пласто´к	
sectiones hypothalami.	разрезы области под зрительным бугром	разрэ´зы падзро´чча	@
nucleus hypothalamicus s. corpus Luysi	ядро области под зрительным бугром или тело Люиса	падзро´ччавае ядро´ альбо´ це´ла Лю´іса	
pars grisea hypothalami	серая часть области под зрительным бугром	шэ´рая ча´стка  падзро´чча	
commissura superior (Meynerti)	верхняя спайка (Мейнерта)	ве´рхні зьвя´зак (Мэ´йнэрта)	
commissura inferior (Guddeni)	нижняя спайка (Гуддена)	ні´жні зьвя´зак (Гу´ддэна)	
nuclei corporis mamillaris	ядра соскового тела	я´дры сыскава´тага це´ла	
fasciculus thalamomamillaris (Vicq d’Azyri)	таламососковый пучек (Вик-д‘Азира)	зро´чнасыскава´ты пучо´к (Вік-д’Азы´ра)	
fasciculi pedunculomamillares	ножкососковые пучки	но´жкасыскава´тыя пучкі´	
pars tegmentalis	покрышечная часть	ве´кавая ча´стка	
pars basilaris	основная часть	спо´давая ча´стка	
ansa peduncularis	петля ножки	но´жкавая пятля´	
ansa lenticularis	чечевичная петля	сачаві´чная пятля´	
pedunculus thalami inferior	нижняя ножка зрительного бугра	ні´жняя но´жка зро´чнага гру´да	
thalamencephalon	зрительный мозг	зро´чныя мазгі´	@@
thalamus [214]	зрительный бугор	зро´чны груд	@
pulvinar [215]	подушечка	паду´шка	
tuberculum anterius  thalami	передний бугорок зрительного бугра	пярэ´дні грудо´к зро´чнага гру´да	
taenia thalami	ремешок зрительного бугра	тасе´мка зро´чнага гру´да	
stria medullaris	мозговой ремешок	мазго´вы па´сак	
lamina chorioidea epithelialis	эпителиальная пластинка сосудистой покрышки	пакры´тнічны варсава´ты пласто´к	
metathalamus	область за зрительным бугром	зазро´чча	@
corpus geniculatum    mediale	внутреннее коленчатое тело	прысярэ´дняе кале´нчатае це´ла	
corpus geniculatum  laterale	наружное коленчатое тело	бакаво´е кале´нчатае це´ла	
epithalamus	область над зрительным бугром	надзро´чча	@
corpus pineale  s. epiphysis	шишковидное тело	шышкаві´ца, шышкава´тае це´ла альбо´ наса´дак	
recessus pinealis	выступ шишковидного тела	шышкаві´чная за´вараць	
recessus suprapinealis	выступ полости над шишковидным телом	надшышкаві´чная за´вараць	
habenula	поводок	павадкі´	
commissura habenularum	спайка поводков	зьвя´зак павадко´ў	
trigonum  habenulae 	треугольник поводка	трыку´тнік павадко´ў	
ventriculus pinealis 	желудочек шишковидного тела	шышкаві´чны страўнічо´к	
acervulus	мозговой песок	мазго´вы пясо´к	
sectiones thalamencephali	разрезы зрительного мозга	разрэ´зы зро´чных мазго´ў	@
stratum zonale	поясной слой	паясны´ пласт	
nucleus anterior thalami	переднее ядро зрительного бугра	пярэ´дняе ядро´ зро´чнага гру´да	
nucleus medialis thalami	внутреннее ядро зрительного бугра	прысярэ´дняе ядро´ зро´чнага гру´да	
nucleus lateralis thalami	наружное ядро зрительного бугра	бакаво´е ядро´ зро´чнага гру´да	
laminae medullares thalami	мозговые пластинки зрительного бугра	мазго´выя пласткі´ зро´чнага гру´да	
nucleus corporis geniculati medialis	ядро внутреннего коленчатого тела	ядро´ прысярэ´дняга кале´нчатага це´ла	
nucleus corporis geniculati lateralis	ядро наружного коленчатого тела	ядро´ бакаво´га кале´нчатага це´ла	
